,HomeTeam,AwayTeam,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5
2372,Liverpool,Aston Villa,H,3,0,H,19,7,6,5,11,17,8,4,0,1,0,0,9,11,11,6,0,0,0,1,1,1,0,0,0,1,1,0
2373,Newcastle,Charlton,D,0,0,D,20,8,10,4,12,9,10,3,1,1,0,0,7,6,13,15,0,1,0,0,0,1,0,0,1,1,1,1
2374,Portsmouth,Reading,H,1,0,H,18,8,12,4,18,6,5,13,0,0,0,0,13,9,5,12,0,1,1,0,1,1,1,0,0,0,1,0
2375,Sheffield United,Chelsea,A,0,1,A,6,10,2,7,15,12,8,7,2,0,0,0,4,15,12,5,1,0,0,0,0,1,0,0,1,1,0,0
2376,Watford,Tottenham,D,0,0,D,9,11,2,8,14,14,7,7,3,1,0,0,7,6,13,10,1,0,0,0,1,0,0,0,1,1,1,0
2377,West Ham,Blackburn,H,1,0,H,9,13,5,7,16,10,5,8,1,1,0,0,6,9,13,11,0,1,0,0,1,1,0,1,0,1,0,1
2378,Man City,Middlesbrough,H,1,0,H,14,4,5,0,16,22,9,1,2,4,0,0,6,9,13,13,0,1,0,0,0,0,0,0,0,0,1,1
2379,Bolton,Wigan,A,0,0,D,13,9,5,3,15,14,5,3,1,2,0,0,10,12,4,11,0,1,0,1,0,1,0,1,1,1,1,1
2380,Charlton,Man City,H,1,0,H,18,15,11,9,10,9,5,12,1,2,0,0,6,7,15,13,0,0,0,0,0,1,0,0,0,0,0,1
2381,Fulham,Everton,H,0,0,D,5,5,3,3,8,17,4,10,0,1,0,0,11,16,15,9,0,1,0,1,1,1,0,0,0,1,0,1
2382,Liverpool,Reading,H,1,0,H,21,5,10,2,8,14,9,6,0,2,0,0,12,10,12,15,0,0,0,1,1,1,1,0,0,0,1,0
2383,Man United,Portsmouth,H,2,0,H,18,8,11,5,6,9,9,5,0,1,0,0,23,16,5,6,0,0,1,0,1,0,0,1,1,1,0,0
2384,Newcastle,Sheffield United,A,0,0,D,11,12,3,6,16,12,7,0,3,2,0,0,7,4,13,14,0,1,0,0,0,1,1,0,0,0,0,1
2385,Watford,Middlesbrough,H,1,0,H,14,5,6,2,15,15,10,4,1,1,0,0,7,9,13,14,1,0,0,0,1,0,0,0,0,0,1,1
2386,Aston Villa,Blackburn,H,1,0,H,8,5,5,3,15,13,4,3,1,3,0,0,12,10,9,13,0,1,0,1,0,0,0,1,0,1,0,1
2387,Tottenham,Chelsea,H,1,1,D,8,17,3,10,15,15,7,10,3,5,0,1,6,17,10,5,0,0,1,0,0,1,0,0,1,1,0,0
2388,West Ham,Arsenal,H,0,0,D,11,11,5,5,11,8,8,3,3,2,0,0,8,16,14,6,0,1,0,0,1,1,0,0,1,0,0,0
2389,Blackburn,Man United,A,0,0,D,9,14,4,7,17,8,6,4,4,3,0,0,10,23,13,5,0,1,0,1,1,0,0,0,1,1,0,1
2390,Chelsea,Watford,H,2,0,H,14,2,8,1,13,14,9,4,1,1,0,0,18,9,7,13,0,0,0,0,1,0,1,0,0,0,0,0
2391,Everton,Aston Villa,A,0,1,A,10,17,4,9,16,19,6,2,2,3,0,0,16,14,10,9,0,0,1,1,1,1,0,0,0,1,1,0
2392,Man City,Newcastle,D,0,0,D,15,8,8,3,18,11,6,5,1,3,0,0,7,7,14,14,0,1,0,0,0,0,0,0,1,0,1,0
2393,Middlesbrough,West Ham,H,0,0,D,11,11,8,7,7,10,7,1,1,3,0,0,9,9,16,14,0,0,1,1,1,0,0,0,0,0,1,0
2394,Portsmouth,Fulham,D,0,0,D,23,7,12,4,11,7,19,5,0,3,0,0,16,12,9,15,0,1,1,0,1,1,0,1,0,1,1,1
2395,Sheffield United,Bolton,D,0,1,A,8,6,4,4,5,6,4,5,1,1,0,0,5,10,14,9,1,0,0,0,0,1,0,1,0,1,1,0
2396,Wigan,Charlton,H,2,0,H,8,7,5,4,18,11,2,3,2,0,0,0,16,7,13,15,0,1,1,1,1,1,0,0,1,1,1,1
2397,Arsenal,Liverpool,H,1,0,H,7,10,7,4,7,12,2,6,2,3,0,0,19,14,6,12,0,0,1,0,1,1,0,0,1,0,1,1
2398,Reading,Tottenham,H,2,1,H,8,9,4,3,14,7,7,2,1,1,0,0,10,8,17,11,1,0,0,0,0,0,0,0,1,1,1,0
2399,Arsenal,Newcastle,D,0,1,A,23,2,10,1,10,9,11,1,2,5,0,0,19,7,6,14,0,0,1,0,1,1,0,0,1,0,1,0
2400,Chelsea,West Ham,H,1,0,H,19,7,9,1,10,8,5,6,1,4,0,0,22,9,7,15,0,0,0,0,1,0,0,0,0,0,1,0
2401,Everton,Bolton,H,0,0,D,9,13,2,2,18,14,5,8,3,0,0,0,16,12,11,11,0,0,1,1,1,1,0,1,0,1,1,0
2402,Man City,Fulham,H,3,0,H,15,7,7,2,22,12,5,0,1,1,0,0,7,13,14,16,0,1,0,0,0,0,0,1,0,1,1,1
2403,Middlesbrough,Liverpool,D,0,0,D,1,17,1,10,14,3,2,12,0,0,0,0,10,14,16,15,0,0,1,1,1,0,0,0,1,0,1,1
2404,Portsmouth,Watford,H,1,1,D,17,8,11,4,14,18,9,5,1,3,0,0,17,9,10,17,0,1,1,0,1,1,1,0,0,0,0,0
2405,Reading,Charlton,H,1,0,H,11,4,4,2,6,11,4,9,0,3,0,0,13,9,18,18,1,0,0,0,0,0,0,0,1,1,1,1
2406,Sheffield United,Man United,A,1,1,D,5,22,3,15,19,10,0,14,1,1,0,0,7,27,16,5,1,0,0,0,0,1,0,0,1,1,0,1
2407,Blackburn,Tottenham,D,1,0,H,6,13,3,5,17,16,4,5,0,1,1,1,10,9,16,14,0,1,0,1,1,0,0,0,1,1,1,0
2408,Wigan,Aston Villa,D,0,0,D,14,7,5,3,6,11,6,6,1,0,0,0,16,15,13,9,0,1,1,1,1,1,0,0,0,1,1,0
2409,Aston Villa,Middlesbrough,D,1,1,D,11,9,4,4,18,11,9,4,1,3,0,0,15,10,9,16,0,1,0,1,0,0,0,0,0,0,1,1
2410,Bolton,Arsenal,H,2,1,H,10,14,8,7,11,8,7,11,3,4,0,0,12,21,12,10,0,1,0,1,0,1,0,0,1,0,0,0
2411,Charlton,Everton,D,0,0,D,16,9,8,6,16,13,6,7,2,0,0,0,9,17,20,11,0,0,0,0,0,1,0,0,0,1,0,1
2412,Fulham,Reading,A,0,1,A,10,8,4,2,6,14,4,3,0,3,1,0,14,15,19,18,0,1,0,1,1,1,1,0,0,0,1,0
2413,Liverpool,Man City,H,0,0,D,12,6,6,2,9,20,8,2,2,1,0,0,14,10,15,15,0,0,0,1,1,1,0,0,0,0,0,1
2414,West Ham,Sheffield United,H,1,0,H,12,13,7,5,16,22,5,9,2,4,0,0,9,8,16,18,0,1,0,0,1,1,1,0,0,0,0,1
2415,Man United,Chelsea,D,1,0,H,8,13,5,7,16,12,3,2,1,3,0,0,29,23,6,7,0,0,1,0,1,0,0,0,1,1,0,0
2416,Newcastle,Portsmouth,H,0,0,D,13,7,10,2,13,12,10,3,2,2,0,0,8,19,15,11,0,1,0,0,0,1,0,1,1,1,0,0
2417,Tottenham,Wigan,H,2,1,H,11,10,6,5,12,17,3,2,2,4,0,0,10,17,15,16,0,0,1,0,0,1,0,1,1,1,1,1
2418,Watford,Sheffield United,A,0,0,D,9,17,6,7,20,10,6,1,3,1,1,0,10,8,19,18,1,0,0,0,1,0,1,0,0,0,0,1
2419,Aston Villa,Man City,A,0,2,A,6,11,4,8,15,11,1,5,1,0,0,0,15,10,9,15,0,1,0,1,0,0,0,0,0,0,0,1
2420,Bolton,Chelsea,A,0,1,A,9,16,3,10,13,13,3,5,3,1,0,0,15,24,13,8,0,1,0,1,0,1,0,0,1,1,0,0
2421,Fulham,Arsenal,H,2,1,H,13,7,7,2,17,15,6,6,4,5,0,1,14,22,20,12,0,1,0,1,1,1,0,0,1,0,0,0
2422,Liverpool,Portsmouth,D,0,0,D,15,3,4,1,13,13,5,1,1,3,0,0,15,19,15,12,0,0,0,1,1,1,0,1,1,1,0,0
2423,Man United,Everton,H,1,0,H,18,7,6,4,15,15,3,2,1,1,0,0,30,18,7,12,0,0,1,0,1,0,0,0,0,1,0,1
2424,Arsenal,Tottenham,H,2,0,H,6,7,5,4,15,15,3,2,1,2,0,0,22,13,12,16,0,0,1,0,1,1,0,0,1,1,1,0
2425,Blackburn,Fulham,H,2,0,H,10,4,6,2,19,13,3,3,2,2,0,0,13,14,17,20,0,1,0,1,1,0,0,1,0,1,1,1
2426,Middlesbrough,Man United,A,0,1,A,13,11,5,7,12,16,6,9,2,3,0,0,11,30,17,7,0,0,1,1,1,0,0,0,1,1,0,1
2427,Portsmouth,Aston Villa,D,0,1,A,18,8,6,4,14,19,6,7,2,4,1,0,19,16,12,10,0,1,1,0,1,1,0,0,0,1,1,0
2428,Reading,Bolton,H,1,0,H,10,12,3,7,11,15,5,4,0,3,0,0,16,15,18,13,1,0,0,0,0,0,0,1,0,1,1,0
2429,Sheffield United,Charlton,H,0,1,A,26,8,10,4,11,14,12,3,1,1,0,0,8,10,19,21,1,0,0,0,0,1,0,0,1,1,1,1
2430,Wigan,Liverpool,A,0,4,A,15,9,6,6,9,14,8,2,2,2,0,0,19,15,20,15,0,1,1,1,1,1,0,0,1,0,1,1
2431,Everton,West Ham,H,0,0,D,8,16,5,11,16,9,3,14,2,2,0,0,18,10,15,18,0,0,1,1,1,1,0,0,0,0,1,0
2432,Man City,Watford,D,0,0,D,14,6,12,4,12,16,9,8,1,3,0,0,13,10,17,20,0,1,0,0,0,0,1,0,0,0,0,0
2433,Charlton,Blackburn,H,0,0,D,13,5,10,3,10,12,5,4,1,2,0,0,11,13,23,18,0,0,0,0,0,1,0,1,0,1,0,1
2434,Tottenham,Middlesbrough,H,0,0,D,22,6,11,3,10,16,7,5,0,3,1,1,13,12,19,19,0,0,1,0,0,1,0,0,0,0,1,1
2435,Newcastle,Reading,H,1,2,A,14,14,8,5,11,13,1,8,1,1,0,0,12,17,17,18,0,1,0,0,0,1,1,0,0,0,1,0
2436,West Ham,Wigan,A,0,0,D,13,9,6,4,12,16,7,9,0,3,0,0,10,19,18,20,0,1,0,0,1,1,0,1,1,1,1,1
2437,Blackburn,Newcastle,A,0,2,A,13,16,7,8,10,5,7,4,1,2,1,0,13,12,18,17,0,1,0,1,1,0,0,0,1,0,1,0
2438,Bolton,West Ham,H,1,0,H,17,3,10,1,11,11,4,3,2,2,0,0,15,10,14,18,0,1,0,1,0,1,0,0,0,0,1,0
2439,Liverpool,Fulham,H,0,0,D,32,5,19,3,7,8,14,1,1,1,0,0,15,16,15,21,0,0,0,1,1,1,0,1,0,1,1,1
2440,Man United,Man City,H,2,0,H,20,15,11,7,15,19,7,4,1,3,0,1,35,13,8,17,0,0,1,0,1,0,0,0,0,0,0,1
2441,Middlesbrough,Wigan,D,0,1,A,13,8,7,3,10,7,7,4,2,1,0,0,13,20,21,21,0,0,1,1,1,0,0,1,1,1,1,1
2442,Portsmouth,Everton,H,2,0,H,13,12,8,5,20,11,6,4,2,4,0,0,21,20,14,15,0,1,1,0,1,1,0,0,0,1,0,1
2443,Tottenham,Charlton,H,2,1,H,13,12,9,3,7,11,5,9,2,4,0,0,15,12,20,23,0,0,1,0,0,1,0,0,1,1,1,1
2444,Watford,Reading,D,0,0,D,8,6,5,1,14,12,2,5,0,1,0,0,10,19,20,21,1,0,0,0,1,0,1,0,0,0,1,0
2445,Chelsea,Arsenal,D,0,0,D,20,11,7,4,16,16,4,5,2,2,0,0,26,26,9,13,0,0,0,0,1,0,0,0,1,0,0,0
2446,Sheffield United,Aston Villa,D,0,1,A,16,7,10,5,11,16,10,4,2,1,0,0,11,19,20,15,1,0,0,0,0,1,0,0,0,1,1,0
2447,Chelsea,Newcastle,H,0,0,D,15,6,8,1,16,13,7,2,2,2,0,0,26,15,9,18,0,0,0,0,1,0,0,0,1,0,1,0
2448,Wigan,Arsenal,A,0,0,D,15,9,7,3,10,7,4,7,1,0,0,0,20,26,21,13,0,1,1,1,1,1,0,0,1,0,0,0
2449,Arsenal,Portsmouth,D,0,1,A,14,7,8,5,13,13,7,4,0,2,0,0,26,21,13,14,0,0,1,0,1,1,0,1,1,1,0,0
2450,Aston Villa,Bolton,A,0,0,D,15,7,9,3,16,19,8,2,0,4,0,0,21,19,17,15,0,1,0,1,0,0,0,1,0,1,1,0
2451,Charlton,Liverpool,A,0,1,A,7,22,2,10,9,5,2,8,1,1,0,0,13,23,28,15,0,0,0,0,0,1,0,0,1,0,1,1
2452,Newcastle,Watford,H,0,0,D,11,11,6,8,7,18,4,8,0,0,0,0,15,11,19,22,0,1,0,0,0,1,1,0,0,0,0,0
2453,Reading,Blackburn,A,1,0,H,10,10,5,7,17,8,9,3,1,2,0,0,19,16,21,22,1,0,0,0,0,0,0,1,0,1,0,1
2454,Wigan,Sheffield United,A,0,1,A,14,11,6,7,10,12,6,2,0,2,0,0,20,13,22,22,0,1,1,1,1,1,1,0,0,0,0,1
2455,Everton,Chelsea,A,1,0,H,3,18,1,9,17,8,5,6,1,1,0,0,20,27,17,9,0,0,1,1,1,1,0,0,1,1,0,0
2456,Man City,Tottenham,A,0,2,A,10,11,4,7,13,11,6,3,1,0,0,0,14,20,20,21,0,1,0,0,0,0,0,0,1,1,1,0
2457,West Ham,Man United,H,0,0,D,10,19,4,11,25,10,1,11,3,2,0,0,10,38,24,9,0,1,0,0,1,1,0,0,1,1,0,1
2458,Fulham,Middlesbrough,H,2,0,H,11,16,6,10,19,16,5,6,0,0,0,0,16,14,27,22,0,1,0,1,1,1,0,0,0,0,1,1
2459,Arsenal,Blackburn,H,3,1,H,18,11,12,7,14,14,7,6,3,3,0,0,27,16,13,22,0,0,1,0,1,1,0,1,0,1,0,1
2460,Aston Villa,Man United,A,0,0,D,11,14,3,10,12,11,6,8,2,2,0,0,21,38,18,10,0,1,0,1,0,0,0,0,1,1,0,1
2461,Fulham,West Ham,D,0,0,D,11,13,7,4,17,17,2,7,1,2,0,1,18,11,28,24,0,1,0,1,1,1,0,0,0,0,1,0
2462,Liverpool,Watford,H,0,0,D,15,7,10,4,10,17,7,6,0,0,0,0,26,11,15,24,0,0,0,1,1,1,1,0,0,0,0,0
2463,Man City,Bolton,A,0,2,A,5,9,3,3,23,16,8,2,1,3,1,0,15,20,22,15,0,1,0,0,0,0,0,1,0,1,1,0
2464,Middlesbrough,Charlton,H,1,0,H,16,8,9,6,1,9,11,4,0,1,0,0,15,13,24,31,0,0,1,1,1,0,0,0,1,1,1,1
2465,Newcastle,Tottenham,H,3,1,H,12,17,9,6,12,18,5,5,1,1,0,0,17,22,20,22,0,1,0,0,0,1,0,0,1,1,1,0
2466,Portsmouth,Sheffield United,H,0,1,A,13,11,6,6,14,6,6,3,0,2,0,0,25,14,16,22,0,1,1,0,1,1,1,0,0,0,0,1
2467,Reading,Everton,A,0,1,A,11,10,7,7,10,6,12,4,0,0,0,0,20,22,23,20,1,0,0,0,0,0,0,0,0,1,0,1
2468,Wigan,Chelsea,A,1,2,A,14,8,6,5,10,10,3,6,3,4,0,0,20,30,23,11,0,1,1,1,1,1,0,0,1,1,0,0
2469,Blackburn,Liverpool,H,0,0,D,8,18,4,12,13,6,3,5,3,2,0,0,18,26,28,15,0,1,0,1,1,0,0,0,1,0,1,1
2470,Bolton,Newcastle,H,1,1,D,10,10,7,5,15,14,5,2,3,3,0,0,22,20,15,21,0,1,0,1,0,1,0,0,1,0,1,0
2471,Chelsea,Reading,D,1,0,H,16,6,5,1,14,9,6,7,1,1,0,0,33,20,13,25,0,0,0,0,1,0,1,0,0,0,1,0
2472,Everton,Middlesbrough,D,0,0,D,10,7,4,2,12,17,12,2,2,1,0,0,24,17,20,24,0,0,1,1,1,1,0,0,0,0,1,1
2473,Man United,Wigan,H,0,0,D,17,6,8,3,12,14,8,1,0,0,0,0,41,22,10,26,0,0,1,0,1,0,0,1,1,1,1,1
2474,Sheffield United,Man City,A,0,0,D,19,11,13,8,7,9,8,5,2,1,0,0,15,15,25,24,1,0,0,0,0,1,0,0,0,0,0,1
2475,Tottenham,Aston Villa,H,0,0,D,12,9,10,7,12,14,4,4,1,2,0,0,23,21,25,21,0,0,1,0,0,1,0,0,0,1,1,0
2476,Watford,Arsenal,A,1,1,D,6,16,3,8,11,6,7,5,2,0,0,0,12,35,26,17,1,0,0,0,1,0,0,0,1,0,0,0
2477,West Ham,Portsmouth,A,0,2,A,14,12,7,6,12,13,6,4,2,1,0,0,11,28,24,17,0,1,0,0,1,1,0,1,1,1,0,0
2478,Charlton,Fulham,D,2,1,H,12,15,7,9,14,15,4,9,0,0,0,0,13,18,33,28,0,0,0,0,0,1,0,1,0,1,1,1
2479,Blackburn,Middlesbrough,H,1,0,H,14,8,7,5,16,21,6,3,1,3,0,0,19,17,28,24,0,1,0,1,1,0,0,0,0,0,1,1
2480,Bolton,Portsmouth,H,2,1,H,12,14,7,7,11,13,8,7,0,1,0,0,24,30,16,18,0,1,0,1,0,1,0,1,1,1,0,0
2481,Charlton,Aston Villa,H,0,1,A,14,6,8,2,10,10,7,4,2,1,0,1,15,22,35,23,0,0,0,0,0,1,0,0,0,1,1,0
2482,Chelsea,Fulham,D,1,1,D,15,11,4,6,14,11,5,5,1,1,0,0,35,20,15,30,0,0,0,0,1,0,0,1,0,1,1,1
2483,Everton,Newcastle,H,1,0,H,16,7,9,3,7,11,7,12,2,3,0,0,24,21,20,23,0,0,1,1,1,1,0,0,1,0,1,0
2484,Man United,Reading,H,1,1,D,28,7,12,3,9,11,13,4,1,2,0,1,44,22,11,27,0,0,1,0,1,0,1,0,0,0,1,0
2485,Sheffield United,Arsenal,H,1,0,H,11,9,5,4,11,5,5,9,2,3,0,0,15,37,26,18,1,0,0,0,0,1,0,0,1,0,0,0
2486,Tottenham,Liverpool,A,0,1,A,9,10,3,5,5,21,2,3,0,0,0,0,25,28,26,16,0,0,1,0,0,1,0,0,1,0,1,1
2487,West Ham,Man City,A,0,0,D,12,7,6,5,12,15,6,2,1,2,0,0,12,16,26,24,0,1,0,0,1,1,0,0,0,0,0,1
2488,Fulham,Watford,D,0,0,D,16,13,4,5,6,17,6,7,1,2,0,1,20,12,30,26,0,1,0,1,1,1,1,0,0,0,0,0
2489,Liverpool,Bolton,H,0,0,D,19,1,9,0,18,12,8,8,0,3,0,0,28,24,16,16,0,0,0,1,1,1,0,1,0,1,1,0
2490,Man City,Everton,H,0,0,D,11,15,7,5,13,13,4,6,2,3,0,0,17,27,24,20,0,1,0,0,0,0,0,0,0,1,0,1
2491,Middlesbrough,Sheffield United,H,1,1,D,13,6,7,3,10,11,7,3,2,1,0,0,18,16,26,26,0,0,1,1,1,0,1,0,0,0,0,1
2492,Newcastle,Man United,D,1,1,D,8,20,8,8,11,10,1,10,1,2,0,0,21,47,26,13,0,1,0,0,0,1,0,0,1,1,0,1
2493,Portsmouth,Tottenham,D,1,0,H,15,9,9,7,12,12,10,6,1,4,0,0,32,25,21,27,0,1,1,0,1,1,0,0,1,1,1,0
2494,Reading,West Ham,H,4,0,H,18,9,9,3,6,13,3,3,1,0,0,0,24,12,30,27,1,0,0,0,0,0,0,0,0,0,1,0
2495,Wigan,Blackburn,A,0,1,A,14,8,5,5,10,16,5,5,0,5,0,0,23,24,32,29,0,1,1,1,1,1,0,1,0,1,0,1
2496,Arsenal,Charlton,H,2,0,H,16,4,10,2,13,9,8,2,0,1,0,1,37,17,19,36,0,0,1,0,1,1,0,0,1,1,1,1
2497,Aston Villa,Chelsea,D,0,0,D,4,22,2,12,7,13,5,8,1,3,0,0,23,37,25,17,0,1,0,1,0,0,0,0,1,1,0,0
2498,Blackburn,Arsenal,A,0,1,A,13,6,7,4,15,5,8,2,4,0,0,1,24,37,29,19,0,1,0,1,1,0,0,0,1,0,0,0
2499,Bolton,Man City,D,0,0,D,8,7,4,0,14,13,5,2,2,2,0,0,27,17,18,24,0,1,0,1,0,1,0,0,0,0,0,1
2500,Charlton,Middlesbrough,A,1,1,D,16,12,9,9,12,15,5,3,3,1,0,0,17,21,40,27,0,0,0,0,0,1,0,0,0,0,1,1
2501,Chelsea,Wigan,H,1,0,H,12,2,6,1,15,17,7,3,1,3,0,0,37,23,17,36,0,0,0,0,1,0,0,1,1,1,1,1
2502,Man United,Aston Villa,H,3,0,H,27,7,17,5,8,15,8,4,1,1,0,0,49,23,15,25,0,0,1,0,1,0,0,0,0,1,1,0
2503,Sheffield United,Portsmouth,D,1,0,H,6,13,3,6,14,19,2,10,0,2,0,0,17,33,29,22,1,0,0,0,0,1,0,1,1,1,0,0
2504,Watford,Liverpool,A,0,2,A,8,22,4,13,9,10,3,12,0,0,0,0,12,32,31,16,1,0,0,0,1,0,0,0,1,0,1,1
2505,West Ham,Fulham,D,1,1,D,10,9,7,6,20,21,8,5,3,6,1,0,12,22,33,32,0,1,0,0,1,1,0,1,0,1,1,1
2506,Everton,Reading,D,0,1,A,14,7,7,3,12,17,8,5,2,2,0,0,28,30,22,30,0,0,1,1,1,1,1,0,0,0,1,0
2507,Tottenham,Newcastle,A,1,1,D,25,12,17,7,8,9,5,3,1,4,0,0,26,23,28,28,0,0,1,0,0,1,0,0,1,0,1,0
2508,Aston Villa,Watford,H,0,0,D,17,11,6,6,11,20,7,6,2,0,0,0,23,12,25,31,0,1,0,1,0,0,1,0,0,0,0,0
2509,Fulham,Tottenham,D,0,0,D,9,9,3,4,14,16,5,6,3,2,1,0,22,26,32,28,0,1,0,1,1,1,0,0,1,1,1,0
2510,Liverpool,Chelsea,H,2,0,H,17,11,8,3,10,17,3,7,0,1,0,0,35,41,16,17,0,0,0,1,1,1,0,0,1,1,0,0
2511,Man City,Blackburn,A,0,1,A,13,12,9,5,14,11,6,3,1,3,0,0,19,27,25,31,0,1,0,0,0,0,0,1,0,1,0,1
2512,Middlesbrough,Bolton,H,4,1,H,10,11,5,5,12,13,1,8,1,3,0,1,24,27,28,21,0,0,1,1,1,0,0,1,0,1,1,0
2513,Newcastle,West Ham,D,1,2,A,14,12,7,7,16,26,10,2,3,4,0,0,26,15,30,36,0,1,0,0,0,1,0,0,0,0,1,0
2514,Portsmouth,Charlton,A,0,0,D,9,8,3,5,9,11,10,7,0,3,0,0,34,18,23,43,0,1,1,0,1,1,0,0,1,1,1,1
2515,Reading,Sheffield United,H,1,0,H,17,4,10,1,12,8,7,2,1,1,0,1,31,18,31,30,1,0,0,0,0,0,1,0,0,0,0,1
2516,Arsenal,Man United,H,0,0,D,18,10,11,6,13,11,8,6,1,3,0,0,43,52,19,16,0,0,1,0,1,1,0,0,1,1,0,1
2517,Wigan,Everton,A,0,0,D,13,8,6,5,11,17,6,6,0,1,0,0,23,29,38,23,0,1,1,1,1,1,0,0,0,1,0,1
2518,Watford,Blackburn,H,1,1,D,15,15,7,3,14,7,9,6,2,0,0,0,14,27,32,31,1,0,0,0,1,0,0,1,0,1,0,1
2519,Portsmouth,Middlesbrough,D,0,0,D,15,3,4,3,10,10,10,5,0,1,0,0,34,24,23,28,0,1,1,0,1,1,0,0,0,0,1,1
2520,Reading,Wigan,H,1,1,D,19,21,12,14,11,11,4,3,1,1,0,0,34,25,32,41,1,0,0,0,0,0,0,1,1,1,1,1
2521,Sheffield United,Fulham,H,2,0,H,16,7,8,0,14,10,5,4,1,1,0,0,19,26,33,36,1,0,0,0,0,1,0,1,0,1,1,1
2522,West Ham,Liverpool,A,0,0,D,13,15,6,9,11,8,4,9,1,1,0,0,17,37,38,16,0,1,0,0,1,1,0,0,1,0,1,1
2523,Bolton,Charlton,D,1,1,D,12,4,7,2,7,11,10,0,0,1,0,0,28,19,26,43,0,1,0,1,0,1,0,0,1,1,1,1
2524,Chelsea,Blackburn,H,1,0,H,18,6,15,4,12,11,3,9,0,1,0,0,41,28,19,33,0,0,0,0,1,0,0,1,0,1,0,1
2525,Man United,Watford,H,1,0,H,21,2,10,1,11,11,7,2,2,2,0,0,53,14,18,36,0,0,1,0,1,0,1,0,0,0,0,0
2526,Newcastle,Aston Villa,H,2,1,H,8,14,4,9,15,15,3,7,1,1,0,0,28,26,32,28,0,1,0,0,0,1,0,0,0,1,1,0
2527,Aston Villa,West Ham,H,1,0,H,17,7,6,2,13,21,9,6,0,1,0,0,26,17,28,38,0,1,0,1,0,0,0,0,0,0,1,0
2528,Blackburn,Sheffield United,H,1,1,D,11,11,6,5,18,19,7,6,1,4,1,0,28,19,33,33,0,1,0,1,1,0,1,0,0,0,0,1
2529,Charlton,Chelsea,A,0,1,A,8,17,5,8,7,8,6,5,0,1,0,0,19,41,43,19,0,0,0,0,0,1,0,0,1,1,0,0
2530,Fulham,Newcastle,H,0,0,D,15,8,9,4,12,13,8,6,1,3,0,0,26,31,38,33,0,1,0,1,1,1,0,0,1,0,1,0
2531,Liverpool,Everton,D,0,0,D,25,6,10,4,13,18,6,4,0,3,0,0,39,31,17,23,0,0,0,1,1,1,0,0,0,1,0,1
2532,Man City,Reading,A,0,0,D,16,7,7,3,12,13,5,6,0,0,0,0,19,37,30,34,0,1,0,0,0,0,1,0,0,0,1,0
2533,Middlesbrough,Arsenal,D,0,0,D,3,11,1,4,14,5,3,6,2,1,0,1,29,46,29,21,0,0,1,1,1,0,0,0,1,0,0,0
2534,Watford,Bolton,A,0,0,D,7,7,3,4,8,9,5,4,0,3,0,0,14,29,37,27,1,0,0,0,1,0,0,1,0,1,1,0
2535,Wigan,Portsmouth,H,0,0,D,15,5,8,4,10,8,6,6,1,0,0,0,26,34,41,24,0,1,1,1,1,1,0,1,1,1,0,0
2536,Tottenham,Man United,A,0,1,A,10,12,5,7,8,16,5,7,2,3,0,0,29,57,36,18,0,0,1,0,0,1,0,0,1,1,0,1
2537,Chelsea,Middlesbrough,H,1,0,H,15,3,5,0,6,11,5,1,0,1,0,0,44,29,19,29,0,0,0,0,1,0,0,0,0,0,1,1
2538,Everton,Blackburn,H,1,0,H,15,8,8,4,15,13,3,10,2,1,0,0,31,28,23,36,0,0,1,1,1,1,0,1,0,1,0,1
2539,Man United,Charlton,H,1,0,H,18,8,11,2,11,8,5,3,0,1,0,0,57,20,18,44,0,0,1,0,1,0,0,0,1,1,1,1
2540,Newcastle,Liverpool,H,1,1,D,7,13,3,9,9,14,3,4,1,1,0,0,32,39,35,17,0,1,0,0,0,1,0,0,1,0,1,1
2541,Portsmouth,Man City,H,1,0,H,17,6,10,3,12,12,13,8,3,3,0,0,34,20,25,32,0,1,1,0,1,1,0,0,0,0,0,1
2542,Reading,Aston Villa,H,1,0,H,12,17,9,7,13,11,12,8,2,1,0,0,39,28,34,31,1,0,0,0,0,0,0,0,0,1,1,0
2543,Sheffield United,Tottenham,H,1,1,D,16,6,5,1,14,11,13,3,3,5,0,0,22,30,35,38,1,0,0,0,0,1,0,0,1,1,1,0
2544,West Ham,Watford,A,0,1,A,23,8,10,5,17,23,10,4,4,2,0,0,18,15,41,37,0,1,0,0,1,1,1,0,0,0,0,0
2545,Arsenal,Wigan,H,0,1,A,10,8,3,2,9,15,10,1,6,3,0,0,48,27,22,43,0,0,1,0,1,1,0,1,1,1,1,1
2546,Bolton,Fulham,H,1,0,H,7,7,4,6,14,11,9,8,1,4,0,0,30,28,27,39,0,1,0,1,0,1,0,1,0,1,1,1
2547,Everton,Tottenham,A,1,1,D,10,8,3,4,7,14,5,1,2,1,0,0,32,30,23,38,0,0,1,1,1,1,0,0,1,1,1,0
